robot_x,robot_y,robot_z,aurora_x,aurora_y,aurora_z,diff
-40.0,-300.0,60.0,-3.52,-15.35,-211.62,14.618860831131814
-40.0,-300.0,40.0,7.62,-12.85,-219.16,20.897779116451584
-40.0,-320.0,200.0,-11.72,-1.4000000000000001,-214.46,2.1560779206698455
-40.0,-320.0,180.0,-13.61,-0.98,-213.49,4.125383860927367
-40.0,-320.0,160.0,-16.27,-0.78,-211.69,7.137702151252882
-40.0,-320.0,140.0,-19.05,-1.27,-209.31,10.542410160869288
-40.0,-320.0,120.0,-20.47,-3.0,-207.25,12.769688798087445
-40.0,-320.0,100.0,-17.92,-5.8100000000000005,-206.82,11.516362793868565
-40.0,-320.0,80.0,-10.23,-9.28,-208.82,8.772528255867865
-40.0,-320.0,60.0,4.32,-13.030000000000001,-213.47,17.69928111534477
-40.0,-320.0,40.0,nan,nan,nan,nan
-40.0,-340.0,200.0,-11.96,-1.59,-214.21,2.287477213001258
-40.0,-340.0,180.0,-14.27,-0.78,-213.20000000000002,4.859281016776038
-40.0,-340.0,160.0,-17.650000000000002,0.33,-211.42000000000002,8.775456227456209
-40.0,-340.0,140.0,-21.54,1.47,-209.18,13.359070776068219
-40.0,-340.0,120.0,-23.650000000000002,1.94,-207.37,16.062873715496867
-40.0,-340.0,100.0,-20.91,1.0,-207.22,13.58635683323532
-40.0,-340.0,80.0,-11.89,-1.93,-209.42000000000002,5.321668159515385
-40.0,-340.0,60.0,5.7700000000000005,-7.95,-213.73000000000002,16.562536399960003
-40.0,-340.0,40.0,nan,nan,nan,nan
-40.0,-360.0,200.0,-11.69,-2.04,-214.37,1.8947485321276802
-40.0,-360.0,180.0,-13.96,-1.09,-213.54,4.4035680987126815
-40.0,-360.0,160.0,-17.62,0.62,-212.03,8.665308534610872
-40.0,-360.0,140.0,-22.14,3.08,-210.01,14.1507247870913
-40.0,-360.0,120.0,-25.22,5.38,-208.28,18.27697874376397
-40.0,-360.0,100.0,-23.46,6.41,-207.83,17.487435260780806
-40.0,-360.0,80.0,nan,nan,nan,nan
-40.0,-360.0,60.0,nan,nan,nan,nan
-40.0,-360.0,40.0,nan,nan,nan,nan
-40.0,-380.0,200.0,-11.03,-2.69,-214.73000000000002,1.2876692121814564
-40.0,-380.0,180.0,-12.91,-1.9100000000000001,-214.22,3.11722825599923
-40.0,-380.0,160.0,-16.04,-0.16,-213.12,6.712563742714105
-40.0,-380.0,140.0,-20.330000000000002,2.75,-211.48000000000002,12.041291957261063
-40.0,-380.0,120.0,-23.94,6.08,-209.78,17.08610991419639
-40.0,-380.0,100.0,nan,nan,nan,nan
-40.0,-380.0,80.0,nan,nan,nan,nan
-40.0,-380.0,60.0,nan,nan,nan,nan
-40.0,-380.0,40.0,nan,nan,nan,nan
-40.0,-400.0,200.0,-10.4,-3.27,-215.02,1.2282231067684781
-40.0,-400.0,180.0,-11.71,-2.85,-214.83,1.984543272392924
-40.0,-400.0,160.0,-14.01,-1.49,-214.17000000000002,4.27983317431883
-40.0,-400.0,140.0,-17.41,1.06,-212.91,8.45731352144403
-40.0,-400.0,120.0,-20.78,4.29,-211.44,13.161795166313754
-40.0,-400.0,100.0,-22.51,7.18,-210.15,16.44402602770988
-40.0,-400.0,80.0,nan,nan,nan,nan
-40.0,-400.0,60.0,nan,nan,nan,nan
-40.0,-400.0,40.0,-12.68,3.94,-209.20000000000002,8.652853402202066
-30.0,-240.0,200.0,-10.0,-2.0100000000000002,-215.75,1.5181804899286493
-30.0,-240.0,180.0,-10.26,-2.3000000000000003,-215.77,1.5317610779752906
-30.0,-240.0,160.0,-10.61,-3.02,-215.24,1.341928463070969
-30.0,-240.0,140.0,-11.200000000000001,-4.37,-213.88,2.395590115190829
-30.0,-240.0,120.0,-11.86,-6.23,-211.8,4.968320843101817
-30.0,-240.0,100.0,-12.85,-8.19,-209.51,8.065919166468264
-30.0,-240.0,80.0,nan,nan,nan,nan
-30.0,-240.0,60.0,nan,nan,nan,nan
-30.0,-240.0,40.0,-13.47,-4.45,-206.14000000000001,9.15706459516366
-30.0,-260.0,200.0,-10.290000000000001,-1.99,-215.72,1.5535996910401313
-30.0,-260.0,180.0,-10.76,-2.38,-215.58,1.574379877920201
-30.0,-260.0,160.0,-11.38,-3.34,-214.78,1.8441778656084131
-30.0,-260.0,140.0,-12.21,-5.23,-213.0,3.8831832302892964
-30.0,-260.0,120.0,-13.24,-7.91,-210.51,7.472054068326867
-30.0,-260.0,100.0,nan,nan,nan,nan
-30.0,-260.0,80.0,nan,nan,nan,nan
-30.0,-260.0,60.0,nan,nan,nan,nan
-30.0,-260.0,40.0,nan,nan,nan,nan
-30.0,-280.0,200.0,-10.700000000000001,-1.83,-215.42000000000002,1.5368968735735111
-30.0,-280.0,180.0,-11.49,-2.19,-215.04,1.8244758151315643
-30.0,-280.0,160.0,-12.49,-3.2,-213.92000000000002,2.7823536798904613
-30.0,-280.0,140.0,-13.73,-5.3,-211.9,5.391479574291271
-30.0,-280.0,120.0,-14.77,-8.48,-209.39000000000001,9.213337723105557
-30.0,-280.0,100.0,nan,nan,nan,nan
-30.0,-280.0,80.0,nan,nan,nan,nan
-30.0,-280.0,60.0,nan,nan,nan,nan
-30.0,-280.0,40.0,-7.46,-7.04,-212.61,5.445847225179931
-30.0,-300.0,200.0,-11.200000000000001,-1.67,-214.89000000000001,1.670949430712976
-30.0,-300.0,180.0,-12.43,-1.74,-214.24,2.6847368586138938
-30.0,-300.0,160.0,-14.05,-2.4,-212.81,4.467445802693079
-30.0,-300.0,140.0,-15.69,-3.98,-210.65,7.066364836321429
-30.0,-300.0,120.0,-16.580000000000002,-6.83,-208.43,9.958336808925473
-30.0,-300.0,100.0,-15.44,-10.3,-207.20000000000002,11.980966238162923
-30.0,-300.0,80.0,-11.370000000000001,-12.99,-207.79,12.489644190288214
-30.0,-300.0,60.0,-4.04,-13.67,-211.3,12.987959501014773
-30.0,-300.0,40.0,5.0200000000000005,-11.1,-217.89000000000001,17.567166305355002
-30.0,-320.0,200.0,-11.69,-1.58,-214.43,2.0456959695907893
-30.0,-320.0,180.0,-13.4,-1.25,-213.54,3.831831415915896
-30.0,-320.0,160.0,-15.73,-1.09,-211.93,6.49317272217519
-30.0,-320.0,140.0,-18.05,-1.62,-209.79,9.405278943231833
-30.0,-320.0,120.0,-18.98,-3.15,-207.87,11.199749640058924
-30.0,-320.0,100.0,-16.5,-5.61,-207.3,10.170308353240815
-30.0,-320.0,80.0,-9.57,-8.6,-208.85,8.228933831305248
-30.0,-320.0,60.0,2.48,-11.67,-213.01,15.445902757689497
-30.0,-320.0,40.0,nan,nan,nan,nan
-30.0,-340.0,200.0,-11.870000000000001,-1.6600000000000001,-214.23000000000002,2.177391099458249
-30.0,-340.0,180.0,-13.92,-0.99,-213.32,4.441708229949376
-30.0,-340.0,160.0,-16.88,-0.01,-211.74,7.877820256898475
-30.0,-340.0,140.0,-20.01,0.89,-209.71,11.646857601945685
-30.0,-340.0,120.0,-21.48,1.18,-208.04,13.706227489721602
-30.0,-340.0,100.0,-18.79,0.31,-207.75,11.42987016549182
-30.0,-340.0,80.0,-10.73,-2.16,-209.54,4.854735008216215
-30.0,-340.0,60.0,3.64,-7.1000000000000005,-213.44,14.287590139698159
-30.0,-340.0,40.0,nan,nan,nan,nan
-30.0,-360.0,200.0,-11.67,-2.05,-214.35,1.872498865153194
-30.0,-360.0,180.0,-13.72,-1.22,-213.63,4.123936468957786
-30.0,-360.0,160.0,-16.830000000000002,0.26,-212.29,7.760664404546822
-30.0,-360.0,140.0,-20.46,2.29,-210.52,12.227584062274934
-30.0,-360.0,120.0,-22.66,4.19,-209.02,15.371499991868067
-30.0,-360.0,100.0,-20.75,4.96,-208.57,14.377971762387075
-30.0,-360.0,80.0,nan,nan,nan,nan
-30.0,-360.0,60.0,nan,nan,nan,nan
-30.0,-360.0,40.0,nan,nan,nan,nan
-30.0,-380.0,200.0,-11.09,-2.59,-214.66,1.307880728506998
-30.0,-380.0,180.0,-12.81,-1.84,-214.22,3.031958442986975
-30.0,-380.0,160.0,-15.56,-0.31,-213.28,6.190390294642174
-30.0,-380.0,140.0,-19.0,2.08,-211.92000000000002,10.490740297996132
-30.0,-380.0,120.0,-21.69,4.78,-210.51,14.387602719007782
-30.0,-380.0,100.0,-21.28,6.72,-209.75,15.348987328159472
-30.0,-380.0,80.0,nan,nan,nan,nan
-30.0,-380.0,60.0,nan,nan,nan,nan
-30.0,-380.0,40.0,0.6900000000000001,-3.21,-212.99,10.639278734951912
-30.0,-400.0,200.0,-10.51,-3.11,-214.91,1.1223600135428886
-30.0,-400.0,180.0,-11.76,-2.68,-214.75,1.9851982268781116
-30.0,-400.0,160.0,-13.790000000000001,-1.48,-214.19,4.067528979614037
-30.0,-400.0,140.0,-16.61,0.62,-213.19,7.514119509297148
-30.0,-400.0,120.0,-19.23,3.3000000000000003,-211.97,11.252252752226998
-30.0,-400.0,100.0,-20.490000000000002,5.73,-210.91,13.847599503162996
-30.0,-400.0,80.0,-19.8,7.08,-210.15,14.393189083729846
-30.0,-400.0,60.0,-17.080000000000002,6.390000000000001,-209.57,12.363976383025006
-30.0,-400.0,40.0,-12.61,3.36,-208.95000000000002,8.368072179421008
-20.0,-240.0,200.0,-10.040000000000001,-2.13,-215.53,1.2812774875100235
-20.0,-240.0,180.0,-10.32,-2.43,-215.52,1.3073836468305775
-20.0,-240.0,160.0,-10.63,-3.0500000000000003,-215.06,1.250148791144479
-20.0,-240.0,140.0,-11.06,-4.21,-213.95000000000002,2.1754245562648205
-20.0,-240.0,120.0,-11.71,-5.8,-212.31,4.328472247802913
-20.0,-240.0,100.0,-12.370000000000001,-7.33,-210.41,6.740707084572066
-20.0,-240.0,80.0,-13.030000000000001,-8.1,-208.70000000000002,8.577368594155194
-20.0,-240.0,60.0,-13.33,-7.22,-207.63,8.918102488758475
-20.0,-240.0,40.0,-13.040000000000001,-4.15,-207.11,8.056306349686551
-20.0,-260.0,200.0,-10.33,-2.1,-215.53,1.3643723831857628
-20.0,-260.0,180.0,-10.73,-2.5100000000000002,-215.32,1.3522987835533917
-20.0,-260.0,160.0,-11.35,-3.41,-214.63,1.8219582871185596
-20.0,-260.0,140.0,-12.07,-5.03,-213.13,3.610896287627217
-20.0,-260.0,120.0,-12.93,-7.32,-211.1,6.6022035715357985
-20.0,-260.0,100.0,-13.63,-9.64,-208.99,9.715200049407112
-20.0,-260.0,80.0,nan,nan,nan,nan
-20.0,-260.0,60.0,nan,nan,nan,nan
-20.0,-260.0,40.0,-12.620000000000001,-4.32,-207.85,7.273368683079396
-20.0,-280.0,200.0,-10.700000000000001,-2.0300000000000002,-215.21,1.31599088142738
-20.0,-280.0,180.0,-11.44,-2.38,-214.86,1.695061060847075
-20.0,-280.0,160.0,-12.370000000000001,-3.3200000000000003,-213.88,2.710729053225352
-20.0,-280.0,140.0,-13.42,-5.17,-212.1,5.010498178824141
-20.0,-280.0,120.0,-14.22,-7.86,-209.96,8.209006760869427
-20.0,-280.0,100.0,-14.36,-10.83,-208.18,11.325138939545065
-20.0,-280.0,80.0,nan,nan,nan,nan
-20.0,-280.0,60.0,nan,nan,nan,nan
-20.0,-280.0,40.0,-7.74,-6.24,-212.11,4.861404323855397
-20.0,-300.0,200.0,-11.16,-1.86,-214.78,1.5198789425477282
-20.0,-300.0,180.0,-12.3,-1.98,-214.18,2.506446089585811
-20.0,-300.0,160.0,-13.73,-2.6,-212.9,4.138556753265562
-20.0,-300.0,140.0,-15.16,-4.04,-211.03,6.447378692150788
-20.0,-300.0,120.0,-15.8,-6.54,-208.97,8.986121076415566
-20.0,-300.0,100.0,-14.64,-9.52,-207.77,10.761177073164436
-20.0,-300.0,80.0,-10.96,-11.81,-208.14000000000001,11.268152111149362
-20.0,-300.0,60.0,-4.83,-12.31,-211.08,11.525286634179643
-20.0,-300.0,40.0,2.7600000000000002,-9.83,-216.94,14.841209249922999
-20.0,-320.0,200.0,-11.59,-1.74,-214.4,1.8887382031398636
-20.0,-320.0,180.0,-13.15,-1.46,-213.62,3.5202573769541337
-20.0,-320.0,160.0,-15.21,-1.3900000000000001,-212.18,5.8701952267365
-20.0,-320.0,140.0,-17.16,-1.8900000000000001,-210.23000000000002,8.39564125007732
-20.0,-320.0,120.0,-17.82,-3.2800000000000002,-208.41,9.955829046342654
-20.0,-320.0,100.0,-15.52,-5.48,-207.69,9.231722049542006
-20.0,-320.0,80.0,-9.38,-7.97,-208.89000000000001,7.749817546239386
-20.0,-320.0,60.0,0.65,-10.540000000000001,-212.59,13.36125413275266
-20.0,-320.0,40.0,nan,nan,nan,nan
-20.0,-340.0,200.0,-11.82,-1.82,-214.23000000000002,2.077318463789315
-20.0,-340.0,180.0,-13.67,-1.21,-213.42000000000002,4.1198436863551
-20.0,-340.0,160.0,-16.16,-0.4,-212.0,7.0305584415464475
-20.0,-340.0,140.0,-18.75,0.36,-210.20000000000002,10.202613978780139
-20.0,-340.0,120.0,-19.830000000000002,0.58,-208.61,11.889756599695383
-20.0,-340.0,100.0,-17.25,-0.18,-208.16,9.888505043736393
-20.0,-340.0,80.0,-10.17,-2.2800000000000002,-209.61,4.7084426299998485
-20.0,-340.0,60.0,1.56,-6.32,-213.11,12.099959173484843
-20.0,-340.0,40.0,nan,nan,nan,nan
-20.0,-360.0,200.0,-11.57,-2.08,-214.37,1.7691105109630663
-20.0,-360.0,180.0,-13.41,-1.34,-213.73000000000002,3.780633809297058
-20.0,-360.0,160.0,-16.06,-0.06,-212.56,6.885738304640976
-20.0,-360.0,140.0,-19.05,1.6500000000000001,-211.01,10.60355468699059
-20.0,-360.0,120.0,-20.72,3.27,-209.66,13.137386802557046
-20.0,-360.0,100.0,-18.8,3.93,-209.17000000000002,12.135379351301708
-20.0,-360.0,80.0,-12.75,2.77,-210.23000000000002,7.228511050001921
-20.0,-360.0,60.0,nan,nan,nan,nan
-20.0,-360.0,40.0,nan,nan,nan,nan
-20.0,-380.0,200.0,-11.120000000000001,-2.5500000000000003,-214.62,1.3226836356438392
-20.0,-380.0,180.0,-12.64,-1.92,-214.21,2.8501599955090247
-20.0,-380.0,160.0,-15.01,-0.5700000000000001,-213.43,5.568182109090901
-20.0,-380.0,140.0,-17.830000000000002,1.45,-212.28,9.11591531334073
-20.0,-380.0,120.0,-19.89,3.75,-211.11,12.229872117074649
-20.0,-380.0,100.0,-19.38,5.45,-210.43,12.974386767782127
-20.0,-380.0,80.0,-15.860000000000001,5.53,-210.62,10.64879955675756
-20.0,-380.0,60.0,nan,nan,nan,nan
-20.0,-380.0,40.0,-2.07,-2.56,-212.49,7.979783956975274
-20.0,-400.0,200.0,-10.59,-2.96,-214.82,1.046428210628895
-20.0,-400.0,180.0,-11.72,-2.6,-214.69,1.9255471949552416
-20.0,-400.0,160.0,-13.48,-1.59,-214.22,3.7397823466078886
-20.0,-400.0,140.0,-15.83,0.19,-213.45000000000002,6.599043263989105
-20.0,-400.0,120.0,-17.98,2.48,-212.43,9.696249377981157
-20.0,-400.0,100.0,-18.86,4.53,-211.51,11.738974060794243
-20.0,-400.0,80.0,-18.28,5.75,-210.72,12.297166014980853
-20.0,-400.0,60.0,-16.240000000000002,5.38,-209.88,11.033891063446298
-20.0,-400.0,40.0,-12.9,2.91,-208.78,8.279099709509483
-10.0,-240.0,200.0,-10.06,-2.25,-215.35,1.0863480105380523
-10.0,-240.0,180.0,-10.31,-2.5,-215.32,1.120844324605332
-10.0,-240.0,160.0,-10.63,-3.09,-214.93,1.1972017373859793
-10.0,-240.0,140.0,-11.040000000000001,-4.08,-214.05,2.0447523077380296
-10.0,-240.0,120.0,-11.55,-5.38,-212.74,3.740359875733882
-10.0,-240.0,100.0,-12.09,-6.66,-211.21,5.6929774283761185
-10.0,-240.0,80.0,-12.57,-7.24,-209.74,7.161327530563026
-10.0,-240.0,60.0,-12.83,-6.51,-208.67000000000002,7.564020888389973
-10.0,-240.0,40.0,-12.83,-4.08,-207.98000000000002,7.1839802338258
-10.0,-260.0,200.0,-10.32,-2.24,-215.3,1.1242917770756926
-10.0,-260.0,180.0,-10.77,-2.61,-215.17000000000002,1.281566229267931
-10.0,-260.0,160.0,-11.290000000000001,-3.42,-214.55,1.7651039629438283
-10.0,-260.0,140.0,-11.94,-4.87,-213.31,3.3590939254507304
-10.0,-260.0,120.0,-12.620000000000001,-6.8,-211.59,5.83685977217202
-10.0,-260.0,100.0,-13.19,-8.74,-209.82,8.424272787606066
-10.0,-260.0,80.0,-13.36,-9.59,-208.48000000000002,9.867861571789494
-10.0,-260.0,60.0,nan,nan,nan,nan
-10.0,-260.0,40.0,-12.48,-4.18,-208.28,6.802343125717786
-10.0,-280.0,200.0,-10.68,-2.14,-215.08,1.1832970886468097
-10.0,-280.0,180.0,-11.38,-2.5,-214.74,1.601509288140412
-10.0,-280.0,160.0,-12.21,-3.39,-213.86,2.5901644735421714
-10.0,-280.0,140.0,-13.1,-5.0200000000000005,-212.35,4.5914585917766955
-10.0,-280.0,120.0,-13.85,-7.38,-210.52,7.400192700193688
-10.0,-280.0,100.0,-13.76,-9.89,-208.91,9.995226460666114
-10.0,-280.0,80.0,-12.700000000000001,-11.3,-208.20000000000002,11.129562075841074
-10.0,-280.0,60.0,-10.63,-10.41,-209.14000000000001,9.526182446289798
-10.0,-280.0,40.0,-8.17,-5.79,-211.71,4.551203357355059
-10.0,-300.0,200.0,-11.09,-2.0100000000000002,-214.71,1.3840852574895828
-10.0,-300.0,180.0,-12.15,-2.15,-214.16,2.333082081710801
-10.0,-300.0,160.0,-13.42,-2.73,-213.04,3.8073471078954735
-10.0,-300.0,140.0,-14.63,-4.05,-211.37,5.84223347701887
-10.0,-300.0,120.0,-15.23,-6.26,-209.52,8.154790739191283
-10.0,-300.0,100.0,-14.040000000000001,-8.870000000000001,-208.32,9.733536459067697
-10.0,-300.0,80.0,-10.77,-10.78,-208.47,10.217110746194347
-10.0,-300.0,60.0,-5.61,-11.18,-210.87,10.295773501782175
-10.0,-300.0,40.0,0.77,-8.92,-216.1,12.559310968361281
-10.0,-320.0,200.0,-11.52,-1.8900000000000001,-214.39000000000001,1.7710765087934517
-10.0,-320.0,180.0,-12.91,-1.69,-213.68,3.2222340076412817
-10.0,-320.0,160.0,-14.64,-1.67,-212.39000000000001,5.225176743422175
-10.0,-320.0,140.0,-16.330000000000002,-2.12,-210.64000000000001,7.459890883920484
-10.0,-320.0,120.0,-16.84,-3.38,-208.94,8.868404140542989
-10.0,-320.0,100.0,-14.75,-5.29,-208.08,8.422944378303818
-10.0,-320.0,80.0,-9.43,-7.43,-208.94,7.334902317004641
-10.0,-320.0,60.0,-1.01,-9.47,-212.11,11.495530087821091
-10.0,-320.0,40.0,10.07,-11.48,-218.41,22.24672182592303
-10.0,-340.0,200.0,-11.64,-1.9000000000000001,-214.29,1.8804605818788127
-10.0,-340.0,180.0,-13.27,-1.36,-213.57,3.6713365413701875
-10.0,-340.0,160.0,-15.43,-0.67,-212.32,6.191238325246415
-10.0,-340.0,140.0,-17.63,-0.02,-210.67000000000002,8.931171927580383
-10.0,-340.0,120.0,-18.44,0.15,-209.15,10.3562807995921
-10.0,-340.0,100.0,-16.05,-0.53,-208.55,8.679632019849684
-10.0,-340.0,80.0,-9.99,-2.23,-209.62,4.691284685456637
-10.0,-340.0,60.0,-0.34,-5.5,-212.74,10.1012490316792
-10.0,-340.0,40.0,nan,nan,nan,nan
-10.0,-360.0,200.0,-11.46,-2.13,-214.38,1.6518995126822946
-10.0,-360.0,180.0,-13.06,-1.49,-213.83,3.391635593633254
-10.0,-360.0,160.0,-15.31,-0.35000000000000003,-212.81,6.044648211434641
-10.0,-360.0,140.0,-17.81,1.12,-211.48000000000002,9.175945291903167
-10.0,-360.0,120.0,-19.09,2.54,-210.18,11.287609667241332
