250.0,-0.0,130.0,0.72,-5.11,-208.64,0.107,-4.52,-208.062
250.0,-0.0,120.0,10.4,-5.01,-208.81,10.105,-4.396,-208.267
250.0,-0.0,110.0,20.1,-4.82,-209.13,20.102,-4.271,-208.472
250.0,-0.0,100.0,29.84,-4.64,-209.37,30.099,-4.146,-208.677
250.0,-0.0,90.0,39.49,-4.4,-209.83,40.096,-4.022,-208.883
250.0,-10.0,130.0,0.82,-14.73,-208.66,0.229,-14.519,-208.196
250.0,-10.0,120.0,10.51,-14.9,-208.85,10.227,-14.394,-208.401
250.0,-10.0,110.0,20.18,-14.58,-209.29,20.224,-14.269,-208.607
250.0,-10.0,100.0,29.9,-14.41,-209.45,30.221,-14.145,-208.812
250.0,-10.0,90.0,39.57,-14.37,-209.94,40.218,-14.02,-209.017
250.0,-20.0,130.0,0.95,-24.64,-208.74,0.351,-24.517,-208.33
250.0,-20.0,120.0,10.55,-24.54,-208.85,10.348,-24.392,-208.536
250.0,-20.0,110.0,20.27,-24.37,-209.34,20.346,-24.268,-208.741
250.0,-20.0,100.0,29.97,-24.18,-209.42,30.343,-24.143,-208.946
250.0,-20.0,90.0,39.64,-24.13,-210.02,40.34,-24.018,-209.151
250.0,-30.0,130.0,1.19,-34.52,-208.81,0.473,-34.516,-208.465
250.0,-30.0,120.0,10.69,-34.62,-208.91,10.47,-34.391,-208.67
250.0,-30.0,110.0,20.33,-34.3,-209.37,20.468,-34.266,-208.875
250.0,-30.0,100.0,30.01,-34.35,-209.45,30.465,-34.141,-209.08
250.0,-30.0,90.0,39.73,-33.95,-210.08,40.462,-34.017,-209.286
250.0,-40.0,130.0,1.44,-44.27,-208.86,0.595,-44.514,-208.599
250.0,-40.0,120.0,10.89,-44.54,-208.97,10.592,-44.389,-208.804
250.0,-40.0,110.0,20.42,-44.13,-209.36,20.59,-44.264,-209.01
250.0,-40.0,100.0,30.01,-44.34,-209.42,30.587,-44.14,-209.215
250.0,-40.0,90.0,39.69,-43.89,-209.99,40.584,-44.015,-209.42
240.0,-0.0,130.0,0.75,-4.79,-218.5,-0.099,-4.389,-218.059
240.0,-0.0,120.0,10.19,-4.93,-218.85,9.898,-4.264,-218.264
240.0,-0.0,110.0,19.83,-4.63,-218.87,19.895,-4.139,-218.469
240.0,-0.0,100.0,29.47,-4.6,-219.05,29.892,-4.015,-218.674
240.0,-0.0,90.0,39.2,-4.25,-219.43,39.889,-3.89,-218.88
240.0,-10.0,130.0,0.88,-14.57,-218.55,0.023,-14.387,-218.193
240.0,-10.0,120.0,10.35,-14.66,-218.9,10.02,-14.262,-218.398
240.0,-10.0,110.0,19.97,-14.49,-218.86,20.017,-14.138,-218.604
240.0,-10.0,100.0,29.55,-14.14,-219.1,30.014,-14.013,-218.809
240.0,-10.0,90.0,39.27,-14.19,-219.42,40.011,-13.888,-219.014
240.0,-20.0,130.0,0.96,-24.35,-218.52,0.144,-24.385,-218.327
240.0,-20.0,120.0,10.53,-24.26,-219.01,10.142,-24.261,-218.533
240.0,-20.0,110.0,20.03,-24.16,-218.88,20.139,-24.136,-218.738
240.0,-20.0,100.0,29.68,-23.99,-219.11,30.136,-24.011,-218.943
240.0,-20.0,90.0,39.32,-23.76,-219.45,40.133,-23.886,-219.148
240.0,-30.0,130.0,1.09,-34.11,-218.58,0.266,-34.384,-218.462
240.0,-30.0,120.0,10.75,-34.31,-219.06,10.264,-34.259,-218.667
240.0,-30.0,110.0,20.22,-34.09,-218.93,20.261,-34.134,-218.872
240.0,-30.0,100.0,29.81,-34.13,-219.21,30.258,-34.01,-219.077
240.0,-30.0,90.0,39.38,-33.77,-219.43,40.255,-33.885,-219.283
240.0,-40.0,130.0,1.22,-44.19,-218.62,0.388,-44.382,-218.596
240.0,-40.0,120.0,10.82,-44.05,-219.0,10.386,-44.257,-218.801
240.0,-40.0,110.0,20.44,-43.99,-219.07,20.383,-44.133,-219.007
240.0,-40.0,100.0,29.93,-43.85,-219.18,30.38,-44.008,-219.212
240.0,-40.0,90.0,39.55,-43.82,-219.48,40.377,-43.883,-219.417
230.0,-0.0,130.0,0.55,-4.76,-228.18,-0.306,-4.257,-228.056
