robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w,aurora_quality
155.0,-30.0,-330.0,0.0,0.0,180.0,-26.74,-31.86,-125.45,-0.84,0.542,0.003,0.02,0.053
155.0,-30.0,-350.0,0.0,0.0,180.0,-27.12,-32.77,-105.27,-0.837,0.547,0.005,0.02,0.043
155.0,-10.0,-250.0,0.0,0.0,180.0,-25.64,-10.16,-204.07,-0.843,0.538,-0.008,0.019,0.114
155.0,-10.0,-270.0,0.0,0.0,180.0,-25.85,-10.52,-184.61,-0.84,0.541,-0.004,0.02,0.094
155.0,-10.0,-290.0,0.0,0.0,180.0,-26.17,-10.85,-164.65,-0.839,0.544,-0.002,0.021,0.078
155.0,-10.0,-310.0,0.0,0.0,180.0,-26.62,-11.54,-145.05,-0.839,0.543,0.001,0.02,0.073
155.0,-10.0,-330.0,0.0,0.0,180.0,-26.95,-12.13,-125.09,-0.84,0.543,0.004,0.019,0.066
155.0,-10.0,-350.0,0.0,0.0,180.0,-27.22,-12.87,-104.99,-0.836,0.549,0.005,0.019,0.052
155.0,10.0,-250.0,0.0,0.0,180.0,-25.58,9.42,-203.94,-0.839,0.544,-0.009,0.018,0.113
155.0,10.0,-270.0,0.0,0.0,180.0,-25.86,9.1,-184.41,-0.837,0.546,-0.005,0.018,0.102
155.0,10.0,-290.0,0.0,0.0,180.0,-26.25,8.75,-164.39,-0.836,0.548,-0.003,0.019,0.095
155.0,10.0,-310.0,0.0,0.0,180.0,-26.79,8.09,-144.77,-0.837,0.546,0.0,0.017,0.09
155.0,10.0,-330.0,0.0,0.0,180.0,-27.08,7.25,-124.83,-0.837,0.546,0.003,0.016,0.082
155.0,10.0,-350.0,0.0,0.0,180.0,-27.37,6.9,-104.73,-0.834,0.551,0.005,0.017,0.071
155.0,30.0,-250.0,0.0,0.0,180.0,-25.47,28.61,-203.94,-0.836,0.548,-0.009,0.017,0.112
155.0,30.0,-270.0,0.0,0.0,180.0,-25.83,28.6,-184.32,-0.835,0.55,-0.006,0.017,0.105
155.0,30.0,-290.0,0.0,0.0,180.0,-26.3,28.05,-164.26,-0.834,0.551,-0.003,0.017,0.107
155.0,30.0,-310.0,0.0,0.0,180.0,-26.79,27.75,-144.56,-0.835,0.55,0.0,0.016,0.109
155.0,30.0,-330.0,0.0,0.0,180.0,-27.2,27.21,-124.6,-0.836,0.549,0.003,0.016,0.101
155.0,30.0,-350.0,0.0,0.0,180.0,-27.44,26.55,-104.36,-0.833,0.553,0.006,0.017,0.084
155.0,50.0,-250.0,0.0,0.0,180.0,-25.68,48.25,-204.02,-0.835,0.549,-0.009,0.016,0.095
155.0,50.0,-270.0,0.0,0.0,180.0,-25.97,47.9,-184.24,-0.833,0.553,-0.006,0.015,0.092
155.0,50.0,-290.0,0.0,0.0,180.0,-26.51,47.64,-164.15,-0.833,0.553,-0.003,0.016,0.101
155.0,50.0,-310.0,0.0,0.0,180.0,-26.88,47.21,-144.34,-0.833,0.552,-0.0,0.016,0.111
155.0,50.0,-330.0,0.0,0.0,180.0,-27.3,47.0,-124.36,-0.834,0.552,0.003,0.017,0.11
155.0,50.0,-350.0,0.0,0.0,180.0,-27.38,46.5,-104.1,-0.833,0.553,0.006,0.018,0.096
175.0,-50.0,-250.0,0.0,0.0,180.0,-46.08,-50.58,-204.65,-0.848,0.529,-0.006,0.016,0.159
175.0,-50.0,-270.0,0.0,0.0,180.0,-46.26,-50.94,-184.99,-0.847,0.532,-0.004,0.017,0.136
175.0,-50.0,-290.0,0.0,0.0,180.0,-46.51,-51.07,-165.26,-0.845,0.534,-0.002,0.017,0.114
175.0,-50.0,-310.0,0.0,0.0,180.0,-46.61,-51.94,-145.49,-0.844,0.536,0.0,0.018,0.098
175.0,-50.0,-330.0,0.0,0.0,180.0,-46.78,-52.56,-125.75,-0.843,0.537,0.003,0.019,0.094
175.0,-50.0,-350.0,0.0,0.0,180.0,-46.92,-53.07,-105.93,-0.843,0.537,0.006,0.019,0.092
175.0,-30.0,-250.0,0.0,0.0,180.0,-45.65,-30.34,-204.58,-0.851,0.525,-0.008,0.018,0.167
175.0,-30.0,-270.0,0.0,0.0,180.0,-45.87,-30.84,-185.18,-0.848,0.529,-0.004,0.019,0.139
175.0,-30.0,-290.0,0.0,0.0,180.0,-46.22,-31.04,-165.41,-0.846,0.532,-0.002,0.02,0.114
175.0,-30.0,-310.0,0.0,0.0,180.0,-46.42,-31.69,-145.52,-0.845,0.535,0.0,0.02,0.097
175.0,-30.0,-330.0,0.0,0.0,180.0,-46.87,-32.53,-125.71,-0.845,0.535,0.003,0.019,0.096
175.0,-30.0,-350.0,0.0,0.0,180.0,-46.87,-32.89,-105.84,-0.844,0.536,0.006,0.02,0.092
175.0,-10.0,-250.0,0.0,0.0,180.0,-45.27,-10.42,-204.54,-0.849,0.528,-0.009,0.02,0.162
175.0,-10.0,-270.0,0.0,0.0,180.0,-45.52,-11.03,-185.1,-0.846,0.532,-0.005,0.02,0.136
175.0,-10.0,-290.0,0.0,0.0,180.0,-45.92,-11.25,-165.28,-0.844,0.535,-0.002,0.02,0.115
175.0,-10.0,-310.0,0.0,0.0,180.0,-46.4,-11.77,-145.19,-0.845,0.534,0.0,0.02,0.111
175.0,-10.0,-330.0,0.0,0.0,180.0,-46.86,-12.48,-125.35,-0.846,0.532,0.003,0.019,0.113
175.0,-10.0,-350.0,0.0,0.0,180.0,-47.13,-13.12,-105.39,-0.844,0.536,0.005,0.019,0.1
175.0,10.0,-250.0,0.0,0.0,180.0,-45.01,9.0,-204.49,-0.842,0.539,-0.01,0.019,0.136
175.0,10.0,-270.0,0.0,0.0,180.0,-45.32,8.75,-184.92,-0.84,0.543,-0.007,0.018,0.122
175.0,10.0,-290.0,0.0,0.0,180.0,-45.82,8.28,-165.03,-0.838,0.544,-0.004,0.018,0.116
175.0,10.0,-310.0,0.0,0.0,180.0,-46.46,7.79,-144.89,-0.84,0.542,-0.001,0.017,0.116
175.0,10.0,-330.0,0.0,0.0,180.0,-46.92,6.96,-125.04,-0.841,0.541,0.002,0.016,0.112
175.0,10.0,-350.0,0.0,0.0,180.0,-47.24,6.42,-105.04,-0.838,0.546,0.005,0.016,0.102
175.0,30.0,-250.0,0.0,0.0,180.0,-44.87,28.28,-204.47,-0.835,0.55,-0.011,0.018,0.106
175.0,30.0,-270.0,0.0,0.0,180.0,-45.3,28.36,-184.83,-0.833,0.553,-0.007,0.018,0.105
175.0,30.0,-290.0,0.0,0.0,180.0,-45.92,27.73,-164.82,-0.832,0.554,-0.004,0.017,0.116
175.0,30.0,-310.0,0.0,0.0,180.0,-46.49,27.41,-144.76,-0.834,0.552,-0.001,0.016,0.124
175.0,30.0,-330.0,0.0,0.0,180.0,-47.04,26.87,-124.9,-0.835,0.549,0.002,0.015,0.127
175.0,30.0,-350.0,0.0,0.0,180.0,-47.04,26.29,-104.83,-0.833,0.553,0.005,0.017,0.117
175.0,50.0,-250.0,0.0,0.0,180.0,-44.96,47.98,-204.54,-0.832,0.554,-0.011,0.017,0.07
175.0,50.0,-270.0,0.0,0.0,180.0,-45.46,47.57,-184.68,-0.829,0.558,-0.008,0.016,0.078
175.0,50.0,-290.0,0.0,0.0,180.0,-46.05,47.32,-164.62,-0.829,0.559,-0.005,0.017,0.095
175.0,50.0,-310.0,0.0,0.0,180.0,-46.53,46.89,-144.51,-0.83,0.558,-0.002,0.016,0.109
175.0,50.0,-330.0,0.0,0.0,180.0,-46.9,46.68,-124.58,-0.831,0.556,0.002,0.016,0.119
175.0,50.0,-350.0,0.0,0.0,180.0,-47.1,46.1,-104.44,-0.831,0.556,0.005,0.017,0.106
