on,-5.46,-19.830000000000002,-238.49,22.11850130546824
off,-4.59,-22.18,-241.86,25.176016364786555
on,-4.38,-20.44,-238.74,23.37065895519423
off,-4.53,-22.25,-241.89000000000001,25.268126167169587
on,-4.38,-20.490000000000002,-238.75,23.395634208116697
off,-4.47,-22.2,-241.98000000000002,25.329496639293893
on,-4.3500000000000005,-20.43,-238.82,23.4178799211201
off,-4.46,-22.240000000000002,-242.02,25.373224075785096
on,-4.36,-20.490000000000002,-238.82,23.435464578283913
off,-4.45,-22.29,-242.07,25.426037835258565
on,-4.37,-20.5,-238.83,23.434737037142114
off,-4.38,-22.26,-242.08,25.470141342364013
on,-4.39,-20.59,-238.76,23.43418656578461
off,-4.38,-22.3,-242.1,25.497562628612172
on,-4.26,-20.56,-238.78,23.536552423836422
off,-5.65,-22.07,-240.61,23.78647935277519
on,-3.2800000000000002,-22.330000000000002,-238.64000000000001,25.116994246923742
off,-5.68,-22.03,-240.62,23.747610406101924
on,-3.35,-22.32,-238.55,25.02744293770341
off,-5.64,-22.03,-240.63,23.782499868600866
