on,-3.71,-21.91,-238.23000000000002,22.825503280322213
off,-5.68,-22.0,-240.65,22.034985818012228
on,-3.29,-22.32,-238.57,23.45993393000074
off,-5.63,-21.97,-240.65,22.060670887350636
on,-3.35,-22.26,-238.68,23.41250520555201
off,-5.58,-22.03,-240.67000000000002,22.136198860689703
on,-3.34,-22.29,-238.71,23.44297975940772
off,-5.61,-22.02,-240.74,22.134881973934263
on,-3.22,-22.240000000000002,-238.65,23.505297275295202
off,-5.55,-22.01,-240.68,22.15456837765069
on,-3.2600000000000002,-22.31,-238.54,23.472592528308407
off,-5.51,-22.01,-240.74,22.20963979897018
on,-4.51,-20.45,-238.70000000000002,21.64975981391018
off,-5.58,-22.04,-240.78,22.183640368523825
on,-4.5,-20.44,-238.67000000000002,21.645216561633198
off,-5.6000000000000005,-22.06,-240.76,22.169336931897615
on,-3.3200000000000003,-22.31,-238.66,23.45494830520843
off,-5.5600000000000005,-22.06,-240.79,22.212757595580058
on,-3.35,-22.34,-238.62,23.432059235158995
off,-5.5200000000000005,-22.04,-240.8,22.239053487052907
