
300.0,50.0,180.0,-43.27,49.79,-161.73,-43.599,51.109,-161.728
300.0,50.0,170.0,-33.4,49.1,-161.61,-33.61,51.174,-161.269
300.0,50.0,160.0,-23.15,48.73,-161.67,-23.62,51.239,-160.81
300.0,50.0,150.0,-13.09,48.68,-161.58,-13.631,51.304,-160.351
300.0,50.0,140.0,-3.4,48.73,-161.17,-3.642,51.369,-159.892
300.0,50.0,130.0,6.49,48.78,-161.05,6.347,51.434,-159.433
300.0,50.0,120.0,16.37,49.03,-161.06,16.337,51.499,-158.974
300.0,50.0,110.0,26.11,49.11,-160.91,26.326,51.564,-158.515
300.0,50.0,100.0,35.82,49.28,-160.83,36.315,51.629,-158.056
300.0,50.0,90.0,45.56,49.53,-160.7,46.304,51.694,-157.596
300.0,40.0,180.0,-43.13,40.08,-161.41,-43.532,41.109,-161.756
300.0,40.0,170.0,-33.06,39.73,-161.52,-33.543,41.174,-161.297
300.0,40.0,160.0,-22.99,39.35,-161.41,-23.554,41.239,-160.838
300.0,40.0,150.0,-13.27,39.22,-161.2,-13.565,41.304,-160.379
300.0,40.0,140.0,-3.32,39.24,-160.95,-3.575,41.369,-159.92
300.0,40.0,130.0,6.64,39.35,-160.97,6.414,41.435,-159.461
300.0,40.0,120.0,16.27,39.47,-160.66,16.403,41.5,-159.002
300.0,40.0,110.0,26.1,39.68,-160.7,26.392,41.565,-158.543
300.0,40.0,100.0,35.76,39.83,-160.48,36.382,41.63,-158.084
300.0,40.0,90.0,45.5,40.05,-160.49,46.371,41.695,-157.624
300.0,30.0,180.0,-42.89,30.75,-161.42,-43.466,31.11,-161.784
300.0,30.0,170.0,-32.8,30.27,-161.42,-33.477,31.175,-161.325
300.0,30.0,160.0,-22.97,30.06,-161.15,-23.487,31.24,-160.866
300.0,30.0,150.0,-13.14,29.73,-160.98,-13.498,31.305,-160.407
300.0,30.0,140.0,-3.26,29.84,-160.7,-3.509,31.37,-159.948
300.0,30.0,130.0,6.59,30.02,-160.76,6.48,31.435,-159.489
300.0,30.0,120.0,16.21,30.16,-160.51,16.47,31.5,-159.03
300.0,30.0,110.0,25.97,30.35,-160.47,26.459,31.565,-158.571
300.0,30.0,100.0,35.68,30.49,-160.32,36.448,31.63,-158.112
300.0,30.0,90.0,45.56,30.59,-160.53,46.437,31.695,-157.653
300.0,20.0,180.0,-42.73,21.01,-161.46,-43.4,21.11,-161.812
300.0,20.0,170.0,-32.66,20.7,-161.4,-33.41,21.175,-161.353
300.0,20.0,160.0,-22.87,20.45,-160.97,-23.421,21.24,-160.894
300.0,20.0,150.0,-12.93,20.28,-160.85,-13.432,21.305,-160.435
300.0,20.0,140.0,-3.22,20.34,-160.62,-3.443,21.37,-159.976
300.0,20.0,130.0,6.47,20.39,-160.54,6.547,21.435,-159.517
300.0,20.0,120.0,16.06,20.64,-160.28,16.536,21.5,-159.058
300.0,20.0,110.0,25.92,20.71,-160.39,26.525,21.565,-158.599
300.0,20.0,100.0,35.58,20.91,-160.22,36.514,21.63,-158.14
300.0,20.0,90.0,45.53,20.96,-160.47,46.504,21.695,-157.681
300.0,10.0,180.0,-42.73,10.98,-161.48,-43.333,11.11,-161.84
300.0,10.0,170.0,-32.65,10.86,-161.38,-33.344,11.175,-161.381
300.0,10.0,160.0,-22.75,10.77,-160.97,-23.355,11.24,-160.922
300.0,10.0,150.0,-12.89,10.64,-160.8,-13.365,11.305,-160.463
300.0,10.0,140.0,-3.27,10.72,-160.5,-3.376,11.37,-160.004
300.0,10.0,130.0,6.41,10.84,-160.44,6.613,11.435,-159.545
300.0,10.0,120.0,16.07,11.07,-160.26,16.602,11.5,-159.086
300.0,10.0,110.0,25.88,11.17,-160.32,26.592,11.565,-158.627
300.0,10.0,100.0,35.59,11.3,-160.16,36.581,11.63,-158.168
300.0,10.0,90.0,45.47,11.45,-160.36,46.57,11.695,-157.709
300.0,-0.0,180.0,-42.78,0.86,-161.46,-43.267,1.11,-161.868
300.0,-0.0,170.0,-32.61,1.01,-161.44,-33.277,1.175,-161.409
300.0,-0.0,160.0,-22.68,1.24,-161.02,-23.288,1.24,-160.95
