robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w,aurora_quality
260.0,30.0,85.0,-180.0,-0.0,-0.0,41.71,23.93,-184.46,0.523,0.851,-0.009,0.044,0.105
260.0,30.0,95.0,-180.0,-0.0,-0.0,31.83,23.7,-184.33,0.524,0.851,-0.009,0.045,0.105
260.0,30.0,105.0,-180.0,0.0,-0.0,22.08,23.75,-184.43,0.524,0.851,-0.008,0.046,0.107
260.0,30.0,115.0,-180.0,-0.0,-0.0,12.25,23.45,-184.27,0.525,0.85,-0.009,0.047,0.111
260.0,30.0,125.0,-180.0,-0.0,-0.0,2.52,23.31,-184.55,0.525,0.85,-0.008,0.047,0.117
260.0,30.0,135.0,-180.0,-0.0,-0.0,-7.07,23.13,-184.67,0.526,0.849,-0.007,0.048,0.125
260.0,30.0,145.0,-180.0,0.0,-0.0,-16.79,23.07,-184.67,0.526,0.849,-0.007,0.05,0.128
260.0,30.0,155.0,-180.0,-0.0,-0.0,-26.47,22.95,-184.97,0.528,0.848,-0.006,0.05,0.131
260.0,30.0,165.0,-180.0,-0.0,-0.0,-36.22,22.84,-185.06,0.53,0.847,-0.005,0.051,0.126
260.0,30.0,175.0,-180.0,-0.0,-0.0,-45.94,22.85,-185.49,0.532,0.845,-0.005,0.051,0.106
260.0,40.0,75.0,-180.0,0.0,-0.0,51.38,33.78,-184.41,0.523,0.851,-0.01,0.045,0.104
260.0,40.0,85.0,-180.0,-0.0,-0.0,41.72,33.62,-184.87,0.523,0.851,-0.01,0.045,0.105
260.0,40.0,95.0,-180.0,-0.0,-0.0,31.84,33.54,-184.7,0.523,0.851,-0.01,0.046,0.106
260.0,40.0,105.0,-180.0,0.0,-0.0,22.01,33.58,-184.81,0.523,0.851,-0.009,0.046,0.108
260.0,40.0,115.0,-180.0,0.0,-0.0,12.2,33.3,-184.66,0.524,0.85,-0.009,0.047,0.112
260.0,40.0,125.0,-180.0,-0.0,-0.0,2.63,33.12,-185.04,0.525,0.85,-0.009,0.047,0.115
260.0,40.0,135.0,-180.0,-0.0,-0.0,-7.09,32.97,-185.09,0.526,0.849,-0.009,0.048,0.119
260.0,40.0,145.0,-180.0,-0.0,-0.0,-16.9,33.0,-185.03,0.527,0.848,-0.008,0.05,0.119
260.0,40.0,155.0,-180.0,-0.0,-0.0,-26.38,32.74,-185.49,0.528,0.847,-0.007,0.05,0.119
260.0,40.0,165.0,-180.0,-0.0,-0.0,-36.33,32.56,-185.43,0.531,0.846,-0.006,0.052,0.107
260.0,40.0,175.0,-180.0,0.0,-0.0,-45.95,32.62,-185.9,0.534,0.844,-0.006,0.051,0.09
260.0,50.0,75.0,-180.0,-0.0,-0.0,51.38,43.56,-184.91,0.522,0.852,-0.01,0.044,0.106
260.0,50.0,85.0,-180.0,-0.0,-0.0,41.63,43.36,-185.24,0.523,0.851,-0.011,0.045,0.107
260.0,50.0,95.0,-180.0,-0.0,-0.0,31.71,43.34,-184.99,0.523,0.851,-0.009,0.046,0.107
260.0,50.0,105.0,-180.0,-0.0,-0.0,22.01,43.27,-185.26,0.523,0.851,-0.009,0.045,0.109
260.0,50.0,115.0,-180.0,0.0,-0.0,12.26,43.03,-185.14,0.524,0.85,-0.009,0.047,0.11
260.0,50.0,125.0,-180.0,0.0,-0.0,2.67,42.96,-185.54,0.524,0.85,-0.009,0.047,0.113
260.0,50.0,135.0,-180.0,-0.0,-0.0,-7.17,42.7,-185.49,0.525,0.85,-0.008,0.048,0.114
260.0,50.0,145.0,-180.0,-0.0,-0.0,-16.85,42.51,-185.5,0.527,0.848,-0.008,0.049,0.112
260.0,50.0,155.0,-180.0,0.0,-0.0,-26.51,42.54,-185.87,0.528,0.847,-0.007,0.05,0.107
260.0,50.0,165.0,-180.0,0.0,-0.0,-36.3,42.42,-185.92,0.531,0.846,-0.007,0.051,0.089
260.0,50.0,175.0,-180.0,0.0,-0.0,-46.12,42.23,-186.26,0.534,0.844,-0.007,0.052,0.066
270.0,-50.0,75.0,-180.0,-0.0,-0.0,51.39,-54.24,-171.3,0.523,0.851,-0.005,0.042,0.113
270.0,-50.0,85.0,-180.0,0.0,-0.0,41.65,-54.32,-171.58,0.523,0.851,-0.005,0.043,0.099
270.0,-50.0,95.0,-180.0,0.0,-0.0,31.93,-54.4,-171.61,0.524,0.851,-0.004,0.044,0.087
270.0,-50.0,105.0,-180.0,0.0,-0.0,22.24,-54.52,-171.66,0.524,0.85,-0.004,0.045,0.074
270.0,-50.0,115.0,-180.0,0.0,-0.0,12.49,-54.64,-171.57,0.523,0.851,-0.003,0.047,0.069
270.0,-50.0,125.0,-180.0,-0.0,-0.0,2.8,-54.58,-172.02,0.521,0.852,-0.002,0.046,0.07
270.0,-50.0,135.0,-180.0,0.0,-0.0,-6.93,-54.79,-172.07,0.518,0.854,-0.002,0.047,0.078
270.0,-50.0,145.0,-180.0,-0.0,-0.0,-16.8,-55.0,-172.3,0.514,0.857,-0.002,0.047,0.094
270.0,-50.0,155.0,-180.0,-0.0,-0.0,-26.66,-54.95,-172.64,0.509,0.86,-0.003,0.047,0.114
270.0,-50.0,165.0,-180.0,-0.0,-0.0,-36.83,-55.48,-172.6,0.506,0.861,-0.005,0.047,0.129
270.0,-50.0,175.0,-180.0,-0.0,-0.0,-46.72,-55.51,-172.81,0.505,0.862,-0.005,0.047,0.137
270.0,-40.0,75.0,-180.0,0.0,-0.0,51.27,-44.2,-171.46,0.523,0.851,-0.005,0.043,0.095
270.0,-40.0,85.0,-180.0,-0.0,-0.0,41.62,-44.38,-171.94,0.524,0.851,-0.006,0.044,0.086
270.0,-40.0,95.0,-180.0,0.0,-0.0,31.83,-44.51,-171.95,0.524,0.85,-0.005,0.044,0.078
270.0,-40.0,105.0,-180.0,0.0,-0.0,22.17,-44.57,-172.02,0.524,0.85,-0.004,0.045,0.073
270.0,-40.0,115.0,-180.0,0.0,-0.0,12.44,-44.73,-171.92,0.524,0.85,-0.004,0.046,0.069
270.0,-40.0,125.0,-180.0,0.0,-0.0,2.69,-44.74,-172.3,0.523,0.851,-0.003,0.046,0.072
270.0,-40.0,135.0,-180.0,-0.0,-0.0,-7.01,-44.85,-172.37,0.52,0.853,-0.002,0.046,0.076
270.0,-40.0,145.0,-180.0,-0.0,-0.0,-16.78,-44.91,-172.67,0.516,0.855,-0.003,0.047,0.09
270.0,-40.0,155.0,-180.0,-0.0,-0.0,-26.71,-45.07,-172.9,0.511,0.858,-0.002,0.047,0.108
270.0,-40.0,165.0,-180.0,-0.0,-0.0,-36.63,-45.39,-172.98,0.507,0.86,-0.003,0.047,0.125
270.0,-40.0,175.0,-180.0,-0.0,-0.0,-46.8,-45.63,-173.17,0.504,0.862,-0.004,0.047,0.141
270.0,-30.0,75.0,-180.0,0.0,-0.0,51.27,-34.38,-171.84,0.523,0.851,-0.005,0.042,0.088
270.0,-30.0,85.0,-180.0,-0.0,-0.0,41.62,-34.48,-172.23,0.524,0.851,-0.006,0.043,0.082
270.0,-30.0,95.0,-180.0,-0.0,-0.0,31.83,-34.48,-172.27,0.524,0.85,-0.005,0.044,0.076
270.0,-30.0,105.0,-180.0,0.0,-0.0,22.06,-34.84,-172.39,0.525,0.85,-0.005,0.045,0.073
270.0,-30.0,115.0,-180.0,-0.0,-0.0,12.4,-34.8,-172.31,0.524,0.85,-0.004,0.046,0.073
270.0,-30.0,125.0,-180.0,-0.0,-0.0,2.63,-34.86,-172.62,0.523,0.851,-0.004,0.046,0.076
270.0,-30.0,135.0,-180.0,-0.0,-0.0,-7.08,-34.83,-172.65,0.521,0.852,-0.002,0.046,0.081
270.0,-30.0,145.0,-180.0,-0.0,-0.0,-16.82,-35.23,-173.01,0.519,0.854,-0.003,0.047,0.091
270.0,-30.0,155.0,-180.0,-0.0,-0.0,-26.73,-35.27,-173.12,0.514,0.856,-0.003,0.048,0.106
270.0,-30.0,165.0,-180.0,0.0,-0.0,-36.47,-35.18,-173.32,0.509,0.86,-0.003,0.047,0.125
270.0,-30.0,175.0,-180.0,0.0,-0.0,-46.59,-35.77,-173.56,0.505,0.862,-0.004,0.048,0.146
270.0,-20.0,75.0,-180.0,0.0,-0.0,51.31,-24.58,-172.21,0.523,0.851,-0.005,0.042,0.086
270.0,-20.0,85.0,-180.0,-0.0,-0.0,41.68,-24.7,-172.68,0.524,0.851,-0.006,0.043,0.081
270.0,-20.0,95.0,-180.0,-0.0,-0.0,31.81,-24.82,-172.61,0.524,0.85,-0.005,0.044,0.077
270.0,-20.0,105.0,-180.0,0.0,-0.0,22.08,-24.82,-172.75,0.524,0.85,-0.004,0.044,0.076
270.0,-20.0,115.0,-180.0,0.0,-0.0,12.3,-25.04,-172.62,0.525,0.85,-0.004,0.046,0.078
270.0,-20.0,125.0,-180.0,-0.0,-0.0,2.59,-25.22,-173.0,0.524,0.85,-0.005,0.046,0.082
270.0,-20.0,135.0,-180.0,-0.0,-0.0,-7.09,-25.16,-172.95,0.522,0.851,-0.003,0.047,0.088
270.0,-20.0,145.0,-180.0,0.0,-0.0,-16.87,-25.23,-173.26,0.52,0.853,-0.003,0.047,0.097
270.0,-20.0,155.0,-180.0,0.0,-0.0,-26.61,-25.46,-173.45,0.517,0.855,-0.002,0.047,0.109
270.0,-20.0,165.0,-180.0,0.0,-0.0,-36.43,-25.41,-173.63,0.511,0.858,-0.002,0.048,0.128
270.0,-20.0,175.0,-180.0,-0.0,-0.0,-46.35,-25.66,-173.92,0.506,0.861,-0.003,0.048,0.149
270.0,-10.0,75.0,-180.0,0.0,-0.0,51.36,-14.73,-172.57,0.523,0.851,-0.006,0.043,0.086
270.0,-10.0,85.0,-180.0,-0.0,-0.0,41.72,-14.79,-173.03,0.524,0.851,-0.006,0.043,0.083
270.0,-10.0,95.0,-180.0,0.0,-0.0,31.82,-15.03,-172.85,0.524,0.85,-0.005,0.044,0.082
270.0,-10.0,105.0,-180.0,0.0,-0.0,22.12,-14.99,-173.13,0.524,0.85,-0.005,0.045,0.081
270.0,-10.0,115.0,-180.0,0.0,-0.0,12.27,-15.22,-172.95,0.525,0.85,-0.005,0.046,0.083
270.0,-10.0,125.0,-180.0,0.0,-0.0,2.55,-15.29,-173.29,0.524,0.85,-0.005,0.046,0.088
270.0,-10.0,135.0,-180.0,-0.0,-0.0,-7.06,-15.39,-173.4,0.524,0.851,-0.003,0.046,0.094
270.0,-10.0,145.0,-180.0,0.0,-0.0,-16.92,-15.57,-173.55,0.523,0.851,-0.004,0.047,0.104
270.0,-10.0,155.0,-180.0,-0.0,-0.0,-26.54,-15.5,-173.76,0.52,0.853,-0.002,0.047,0.115
270.0,-10.0,165.0,-180.0,-0.0,-0.0,-36.38,-15.72,-173.9,0.516,0.855,-0.002,0.048,0.128
270.0,-10.0,175.0,-180.0,0.0,-0.0,-46.21,-15.68,-174.23,0.51,0.859,-0.002,0.048,0.146
270.0,-0.0,75.0,-180.0,-0.0,-0.0,51.4,-5.0,-172.94,0.524,0.851,-0.006,0.043,0.089
270.0,-0.0,85.0,-180.0,0.0,-0.0,41.73,-5.1,-173.37,0.524,0.851,-0.006,0.043,0.086
270.0,-0.0,95.0,-180.0,-0.0,-0.0,31.78,-5.22,-173.21,0.525,0.85,-0.006,0.044,0.086
270.0,-0.0,105.0,-180.0,0.0,-0.0,22.11,-5.37,-173.46,0.525,0.85,-0.006,0.045,0.087
270.0,-0.0,115.0,-180.0,0.0,-0.0,12.22,-5.46,-173.3,0.525,0.85,-0.006,0.046,0.091
270.0,-0.0,125.0,-180.0,-0.0,-0.0,2.51,-5.38,-173.62,0.525,0.85,-0.005,0.046,0.096
270.0,-0.0,135.0,-180.0,-0.0,-0.0,-7.12,-5.64,-173.61,0.525,0.85,-0.005,0.047,0.102
270.0,-0.0,145.0,-180.0,-0.0,-0.0,-16.97,-5.83,-173.81,0.524,0.85,-0.005,0.047,0.112
270.0,-0.0,155.0,-180.0,0.0,-0.0,-26.59,-5.71,-174.04,0.523,0.851,-0.004,0.048,0.121
270.0,-0.0,165.0,-180.0,0.0,-0.0,-36.39,-5.93,-174.18,0.521,0.852,-0.003,0.049,0.131
270.0,-0.0,175.0,-180.0,-0.0,-0.0,-46.12,-6.16,-174.52,0.517,0.855,-0.004,0.049,0.138
270.0,10.0,75.0,-180.0,-0.0,-0.0,51.38,4.82,-173.3,0.524,0.851,-0.007,0.043,0.092
270.0,10.0,85.0,-180.0,0.0,-0.0,41.69,4.68,-173.73,0.524,0.85,-0.008,0.044,0.09
270.0,10.0,95.0,-180.0,-0.0,-0.0,31.77,4.73,-173.54,0.525,0.85,-0.006,0.044,0.091
270.0,10.0,105.0,-180.0,-0.0,-0.0,22.05,4.37,-173.83,0.526,0.85,-0.006,0.044,0.092
270.0,10.0,115.0,-180.0,-0.0,-0.0,12.2,4.36,-173.61,0.526,0.849,-0.006,0.046,0.096
270.0,10.0,125.0,-180.0,-0.0,-0.0,2.46,4.38,-173.92,0.525,0.85,-0.006,0.045,0.102
270.0,10.0,135.0,-180.0,-0.0,-0.0,-7.15,4.0,-174.01,0.526,0.849,-0.005,0.046,0.108
270.0,10.0,145.0,-180.0,-0.0,-0.0,-16.99,4.04,-174.14,0.526,0.849,-0.004,0.047,0.117
270.0,10.0,155.0,-180.0,-0.0,-0.0,-26.59,3.93,-174.32,0.526,0.849,-0.004,0.048,0.128
270.0,10.0,165.0,-180.0,-0.0,-0.0,-36.38,3.69,-174.44,0.525,0.849,-0.004,0.05,0.134
270.0,10.0,175.0,-180.0,0.0,-0.0,-46.14,3.84,-174.82,0.523,0.851,-0.004,0.049,0.132
270.0,20.0,75.0,-180.0,-0.0,-0.0,51.34,14.53,-173.69,0.524,0.85,-0.008,0.044,0.095
270.0,20.0,85.0,-180.0,-0.0,-0.0,41.66,14.42,-174.11,0.525,0.85,-0.008,0.043,0.094
270.0,20.0,95.0,-180.0,0.0,-0.0,31.76,14.29,-173.99,0.525,0.85,-0.008,0.045,0.095
270.0,20.0,105.0,-180.0,0.0,-0.0,21.98,14.15,-174.12,0.526,0.85,-0.008,0.045,0.098
270.0,20.0,115.0,-180.0,0.0,-0.0,12.18,14.07,-173.98,0.526,0.849,-0.007,0.046,0.101
270.0,20.0,125.0,-180.0,0.0,-0.0,2.47,13.92,-174.28,0.526,0.849,-0.007,0.046,0.107
270.0,20.0,135.0,-180.0,-0.0,-0.0,-7.2,13.72,-174.25,0.527,0.848,-0.007,0.047,0.114
270.0,20.0,145.0,-180.0,-0.0,-0.0,-16.99,13.73,-174.49,0.527,0.848,-0.006,0.048,0.122
270.0,20.0,155.0,-180.0,-0.0,-0.0,-26.67,13.43,-174.59,0.528,0.848,-0.006,0.049,0.129
270.0,20.0,165.0,-180.0,0.0,-0.0,-36.38,13.6,-174.82,0.529,0.847,-0.005,0.049,0.132
270.0,20.0,175.0,-180.0,0.0,-0.0,-46.17,13.49,-175.14,0.53,0.846,-0.004,0.049,0.122
270.0,30.0,75.0,-180.0,-0.0,-0.0,51.34,24.16,-174.0,0.524,0.851,-0.008,0.043,0.097
270.0,30.0,85.0,-180.0,-0.0,-0.0,41.61,24.03,-174.39,0.524,0.85,-0.009,0.044,0.097
270.0,30.0,95.0,-180.0,-0.0,-0.0,31.75,23.96,-174.43,0.525,0.85,-0.009,0.045,0.1
270.0,30.0,105.0,-180.0,0.0,-0.0,21.92,23.77,-174.45,0.525,0.85,-0.008,0.045,0.101
270.0,30.0,115.0,-180.0,-0.0,-0.0,12.25,23.6,-174.38,0.526,0.849,-0.008,0.046,0.103
270.0,30.0,125.0,-180.0,0.0,-0.0,2.43,23.55,-174.6,0.527,0.849,-0.008,0.046,0.108
270.0,30.0,135.0,-180.0,-0.0,-0.0,-7.25,23.59,-174.66,0.527,0.849,-0.007,0.047,0.115
270.0,30.0,145.0,-180.0,-0.0,-0.0,-16.98,23.28,-174.86,0.528,0.848,-0.007,0.048,0.122
270.0,30.0,155.0,-180.0,-0.0,-0.0,-26.81,23.08,-174.93,0.529,0.847,-0.007,0.049,0.124
270.0,30.0,165.0,-180.0,-0.0,-0.0,-36.37,23.14,-175.15,0.531,0.846,-0.006,0.05,0.122
270.0,30.0,175.0,-180.0,0.0,-0.0,-46.31,23.03,-175.46,0.534,0.844,-0.005,0.05,0.105
270.0,40.0,75.0,-180.0,0.0,-0.0,51.33,33.88,-174.44,0.524,0.851,-0.009,0.044,0.1
270.0,40.0,85.0,-180.0,-0.0,-0.0,41.59,33.91,-174.9,0.524,0.851,-0.009,0.044,0.1
270.0,40.0,95.0,-180.0,0.0,-0.0,31.74,33.63,-174.86,0.525,0.85,-0.009,0.045,0.1
270.0,40.0,105.0,-180.0,-0.0,-0.0,21.97,33.57,-174.92,0.525,0.85,-0.009,0.045,0.102
270.0,40.0,115.0,-180.0,-0.0,-0.0,12.16,33.34,-174.72,0.526,0.849,-0.009,0.046,0.103
270.0,40.0,125.0,-180.0,-0.0,-0.0,2.42,33.32,-175.04,0.526,0.849,-0.008,0.046,0.108
270.0,40.0,135.0,-180.0,0.0,-0.0,-7.34,33.11,-175.09,0.527,0.849,-0.008,0.047,0.11
270.0,40.0,145.0,-180.0,-0.0,-0.0,-16.99,33.0,-175.27,0.528,0.848,-0.008,0.048,0.116
270.0,40.0,155.0,-180.0,0.0,-0.0,-26.76,32.84,-175.42,0.53,0.846,-0.007,0.049,0.115
270.0,40.0,165.0,-180.0,-0.0,-0.0,-36.45,32.71,-175.55,0.532,0.845,-0.007,0.05,0.105
270.0,40.0,175.0,-180.0,-0.0,-0.0,-46.45,32.95,-175.83,0.535,0.843,-0.005,0.05,0.088
270.0,50.0,75.0,-180.0,-0.0,-0.0,51.47,43.63,-174.99,0.523,0.851,-0.01,0.044,0.101
270.0,50.0,85.0,-180.0,-0.0,-0.0,41.7,43.46,-175.39,0.524,0.851,-0.01,0.044,0.1
270.0,50.0,95.0,-180.0,0.0,-0.0,31.8,43.39,-175.29,0.524,0.85,-0.01,0.044,0.1
270.0,50.0,105.0,-180.0,0.0,-0.0,21.97,43.29,-175.29,0.524,0.85,-0.009,0.045,0.101
270.0,50.0,115.0,-180.0,0.0,-0.0,12.15,43.23,-175.13,0.525,0.85,-0.009,0.046,0.102
270.0,50.0,125.0,-180.0,-0.0,-0.0,2.37,43.02,-175.5,0.526,0.849,-0.009,0.046,0.105
270.0,50.0,135.0,-180.0,-0.0,-0.0,-7.3,42.94,-175.42,0.526,0.849,-0.008,0.047,0.105
270.0,50.0,145.0,-180.0,-0.0,-0.0,-17.04,42.73,-175.63,0.528,0.848,-0.008,0.048,0.107
270.0,50.0,155.0,-180.0,0.0,-0.0,-26.68,42.62,-175.93,0.53,0.847,-0.007,0.048,0.102
270.0,50.0,165.0,-180.0,0.0,-0.0,-36.58,42.45,-175.87,0.533,0.845,-0.007,0.05,0.087
270.0,50.0,175.0,-180.0,-0.0,-0.0,-46.29,42.3,-176.21,0.536,0.843,-0.007,0.05,0.066
280.0,-50.0,75.0,-180.0,0.0,-0.0,51.38,-54.13,-161.41,0.523,0.851,-0.004,0.041,0.105
280.0,-50.0,85.0,-180.0,0.0,-0.0,41.69,-54.2,-161.76,0.524,0.851,-0.005,0.042,0.091
280.0,-50.0,95.0,-180.0,0.0,-0.0,31.86,-54.29,-161.76,0.525,0.85,-0.005,0.044,0.076
280.0,-50.0,105.0,-180.0,-0.0,-0.0,22.14,-54.52,-161.83,0.526,0.849,-0.004,0.045,0.064
280.0,-50.0,115.0,-180.0,-0.0,-0.0,12.44,-54.54,-161.96,0.525,0.85,-0.003,0.045,0.059
280.0,-50.0,125.0,-180.0,-0.0,-0.0,2.8,-54.39,-162.18,0.523,0.851,-0.002,0.045,0.056
280.0,-50.0,135.0,-180.0,-0.0,-0.0,-7.0,-54.71,-162.25,0.521,0.852,-0.002,0.046,0.062
280.0,-50.0,145.0,-180.0,-0.0,-0.0,-16.83,-54.73,-162.57,0.516,0.855,-0.002,0.046,0.078
280.0,-50.0,155.0,-180.0,-0.0,-0.0,-26.81,-55.07,-162.66,0.512,0.858,-0.002,0.046,0.097
280.0,-50.0,165.0,-180.0,0.0,-0.0,-36.84,-55.2,-162.89,0.509,0.86,-0.003,0.046,0.113
280.0,-50.0,175.0,-180.0,-0.0,-0.0,-46.99,-55.38,-162.88,0.507,0.861,-0.005,0.046,0.122
280.0,-40.0,75.0,-180.0,-0.0,-0.0,51.36,-44.11,-161.71,0.523,0.851,-0.005,0.042,0.09
280.0,-40.0,85.0,-180.0,0.0,-0.0,41.73,-44.05,-162.09,0.523,0.851,-0.005,0.042,0.078
280.0,-40.0,95.0,-180.0,-0.0,-0.0,31.91,-44.37,-162.14,0.525,0.85,-0.005,0.044,0.067
280.0,-40.0,105.0,-180.0,0.0,-0.0,22.19,-44.48,-162.24,0.526,0.849,-0.004,0.044,0.06
280.0,-40.0,115.0,-180.0,0.0,-0.0,12.32,-44.56,-162.2,0.525,0.85,-0.004,0.045,0.059
280.0,-40.0,125.0,-180.0,0.0,-0.0,2.61,-44.7,-162.47,0.525,0.85,-0.003,0.046,0.059
280.0,-40.0,135.0,-180.0,0.0,-0.0,-7.03,-44.61,-162.62,0.522,0.852,-0.002,0.046,0.065
280.0,-40.0,145.0,-180.0,0.0,-0.0,-16.95,-44.76,-162.86,0.519,0.854,-0.002,0.046,0.075
280.0,-40.0,155.0,-180.0,0.0,-0.0,-26.77,-44.77,-162.85,0.514,0.856,-0.002,0.046,0.09
280.0,-40.0,165.0,-180.0,-0.0,-0.0,-36.81,-45.28,-163.3,0.51,0.859,-0.004,0.046,0.11
280.0,-40.0,175.0,-180.0,0.0,-0.0,-46.79,-45.45,-163.34,0.507,0.861,-0.004,0.046,0.125
280.0,-30.0,75.0,-180.0,-0.0,-0.0,51.38,-34.28,-162.03,0.523,0.851,-0.004,0.042,0.081
280.0,-30.0,85.0,-180.0,0.0,-0.0,41.68,-34.24,-162.42,0.524,0.851,-0.005,0.042,0.073
280.0,-30.0,95.0,-180.0,-0.0,-0.0,31.82,-34.55,-162.38,0.525,0.85,-0.005,0.044,0.066
280.0,-30.0,105.0,-180.0,0.0,-0.0,22.21,-34.77,-162.67,0.526,0.849,-0.004,0.044,0.063
280.0,-30.0,115.0,-180.0,0.0,-0.0,12.27,-34.74,-162.57,0.526,0.85,-0.004,0.045,0.064
280.0,-30.0,125.0,-180.0,0.0,-0.0,2.48,-34.61,-162.78,0.524,0.85,-0.003,0.045,0.066
280.0,-30.0,135.0,-180.0,0.0,-0.0,-7.17,-34.89,-162.92,0.523,0.851,-0.003,0.045,0.072
280.0,-30.0,145.0,-180.0,-0.0,-0.0,-16.98,-35.02,-163.16,0.521,0.852,-0.002,0.046,0.08
280.0,-30.0,155.0,-180.0,0.0,-0.0,-26.75,-35.09,-163.22,0.517,0.855,-0.002,0.046,0.092
280.0,-30.0,165.0,-180.0,0.0,-0.0,-36.7,-35.1,-163.59,0.511,0.858,-0.002,0.046,0.112
280.0,-30.0,175.0,-180.0,0.0,-0.0,-46.68,-35.49,-163.69,0.507,0.861,-0.004,0.046,0.13
280.0,-20.0,75.0,-180.0,-0.0,-0.0,51.31,-24.49,-162.36,0.524,0.851,-0.005,0.042,0.08
280.0,-20.0,85.0,-180.0,0.0,-0.0,41.57,-24.59,-162.75,0.524,0.85,-0.006,0.042,0.075
280.0,-20.0,95.0,-180.0,0.0,-0.0,31.74,-24.7,-162.66,0.525,0.85,-0.005,0.043,0.069
280.0,-20.0,105.0,-180.0,-0.0,-0.0,22.1,-24.8,-162.96,0.526,0.85,-0.004,0.043,0.068
280.0,-20.0,115.0,-180.0,0.0,-0.0,12.28,-24.95,-162.9,0.526,0.849,-0.004,0.044,0.07
280.0,-20.0,125.0,-180.0,0.0,-0.0,2.39,-25.1,-163.09,0.526,0.85,-0.004,0.044,0.073
280.0,-20.0,135.0,-180.0,0.0,-0.0,-7.26,-25.01,-163.23,0.524,0.85,-0.003,0.045,0.08
280.0,-20.0,145.0,-180.0,-0.0,-0.0,-16.97,-25.26,-163.45,0.523,0.851,-0.002,0.045,0.087
280.0,-20.0,155.0,-180.0,-0.0,-0.0,-26.84,-25.15,-163.57,0.519,0.854,-0.002,0.046,0.097
280.0,-20.0,165.0,-180.0,-0.0,-0.0,-36.55,-25.31,-163.87,0.514,0.856,-0.002,0.046,0.114
280.0,-20.0,175.0,-180.0,0.0,-0.0,-46.59,-25.56,-164.03,0.508,0.86,-0.003,0.046,0.133
280.0,-10.0,75.0,-180.0,0.0,-0.0,51.3,-14.59,-162.67,0.524,0.851,-0.005,0.042,0.082
280.0,-10.0,85.0,-180.0,0.0,-0.0,41.61,-14.74,-163.09,0.525,0.85,-0.006,0.042,0.077
280.0,-10.0,95.0,-180.0,0.0,-0.0,31.71,-14.86,-162.95,0.525,0.85,-0.004,0.043,0.075
280.0,-10.0,105.0,-180.0,0.0,-0.0,22.05,-15.06,-163.25,0.526,0.849,-0.005,0.043,0.074
280.0,-10.0,115.0,-180.0,-0.0,-0.0,12.24,-15.06,-163.16,0.526,0.849,-0.004,0.044,0.076
280.0,-10.0,125.0,-180.0,-0.0,-0.0,2.44,-15.12,-163.44,0.526,0.849,-0.004,0.044,0.08
280.0,-10.0,135.0,-180.0,-0.0,-0.0,-7.39,-15.33,-163.43,0.526,0.85,-0.004,0.045,0.086
280.0,-10.0,145.0,-180.0,-0.0,-0.0,-17.0,-15.23,-163.75,0.524,0.85,-0.003,0.045,0.096
280.0,-10.0,155.0,-180.0,-0.0,-0.0,-26.88,-15.44,-163.78,0.522,0.852,-0.002,0.046,0.106
280.0,-10.0,165.0,-180.0,-0.0,-0.0,-36.51,-15.42,-164.11,0.518,0.854,-0.002,0.046,0.118
280.0,-10.0,175.0,-180.0,0.0,-0.0,-46.49,-15.69,-164.29,0.512,0.857,-0.003,0.047,0.133
280.0,-0.0,75.0,-180.0,-0.0,-0.0,51.27,-4.87,-162.99,0.525,0.85,-0.005,0.042,0.084
280.0,-0.0,85.0,-180.0,-0.0,-0.0,41.55,-4.94,-163.4,0.525,0.85,-0.006,0.042,0.081
280.0,-0.0,95.0,-180.0,0.0,-0.0,31.65,-5.1,-163.29,0.526,0.85,-0.005,0.043,0.081
280.0,-0.0,105.0,-180.0,-0.0,-0.0,21.99,-5.17,-163.56,0.526,0.849,-0.005,0.043,0.08
280.0,-0.0,115.0,-180.0,-0.0,-0.0,12.17,-5.34,-163.47,0.527,0.849,-0.006,0.044,0.084
280.0,-0.0,125.0,-180.0,0.0,-0.0,2.37,-5.37,-163.74,0.527,0.849,-0.005,0.044,0.088
280.0,-0.0,135.0,-180.0,0.0,-0.0,-7.48,-5.65,-163.69,0.527,0.849,-0.004,0.045,0.096
280.0,-0.0,145.0,-180.0,-0.0,-0.0,-17.08,-5.6,-164.01,0.526,0.849,-0.004,0.045,0.104
280.0,-0.0,155.0,-180.0,0.0,-0.0,-26.94,-5.65,-164.04,0.525,0.85,-0.004,0.046,0.113
280.0,-0.0,165.0,-180.0,0.0,-0.0,-36.54,-5.61,-164.35,0.522,0.851,-0.002,0.046,0.124
280.0,-0.0,175.0,-180.0,0.0,-0.0,-46.48,-6.02,-164.51,0.519,0.854,-0.004,0.047,0.131
280.0,10.0,75.0,-180.0,0.0,-0.0,51.28,4.95,-163.35,0.525,0.85,-0.006,0.042,0.087
280.0,10.0,85.0,-180.0,0.0,-0.0,41.55,5.01,-163.76,0.525,0.85,-0.007,0.042,0.086
280.0,10.0,95.0,-180.0,0.0,-0.0,31.66,4.63,-163.55,0.526,0.849,-0.006,0.044,0.086
280.0,10.0,105.0,-180.0,-0.0,-0.0,21.97,4.8,-163.9,0.526,0.849,-0.006,0.043,0.086
